~release_id~release_name~date
173~173~BEA Regions Housing Units Authorized By Building Permits~2009-02-26
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2009-02-26
20~20~H.4.1 Factors Affecting Reserve Balances~2009-02-26
21~21~H.6 Money Stock Measures~2009-02-26
148~148~Housing Units Authorized By Building Permits~2009-02-26
95~95~Manufacturer's Shipments, Inventories, and Orders (M3) Survey~2009-02-26
27~27~New Residential Construction~2009-02-26
97~97~New Residential Sales~2009-02-26
100~100~Seasonal Credit Rate~2009-02-26
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2009-02-26
