~release_id~release_name~date
221~221~Chicago Fed National Financial Conditions Index~2012-08-29
53~53~Gross Domestic Product~2012-08-29
185~185~Interest on Required Balances and Excess Balances~2012-08-29
113~113~Metropolitan Area Employment and Unemployment~2012-08-29
193~193~Money Velocity~2012-08-29
212~212~Spot Prices~2012-08-29
116~116~Unemployment in States and Local Areas (all other areas)~2012-08-29
