~release_id~release_name~date
441~441~Coinbase Cryptocurrencies~2019-09-01
440~440~Coinbase Index~2019-09-01
169~169~Turkish Foreign Exchange Intervention~2019-09-01
274~274~University of Louisville and Oklahoma State University: LoDI National Index~2019-09-01
