~release_id~release_name~date
441~441~Coinbase Cryptocurrencies~2019-09-22
440~440~Coinbase Index~2019-09-22
325~325~Credit to Non-Financial Sector~2019-09-22
327~327~Debt Securities Statistics~2019-09-22
