~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2001-10-01
18~18~H.15 Selected Interest Rates~2001-10-01
54~54~Personal Income and Outlays~2001-10-01
87~87~Transitional Euro Country Exchange Rates~2001-10-01
102~102~Wall Street Journal~2001-10-01
