~release_id~release_name~date
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2001-10-26
61~61~Money Zero Maturity (MZM)~2001-10-26
97~97~New Residential Sales~2001-10-26
91~91~Surveys of Consumers~2001-10-26
