~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2006-10-02
18~18~H.15 Selected Interest Rates~2006-10-02
70~70~Monthly Treasury Inflation-Indexed Securities~2006-10-02
59~59~National Population Estimates~2006-10-02
102~102~Wall Street Journal~2006-10-02
71~71~Weekly Treasury Inflation-Indexed Securities~2006-10-02
