~release_id~release_name~date
18~18~H.15 Selected Interest Rates~2009-09-28
183~183~Weekly Retail Gasoline and Diesel Prices~2009-09-28
71~71~Weekly Treasury Inflation-Indexed Securities~2009-09-28
