~release_id~release_name~date
10~10~Consumer Price Index~2009-09-16
13~13~G.17 Industrial Production and Capacity Utilization~2009-09-16
92~92~Selected Real Retail Sales Series~2009-09-16
49~49~U.S. International Transactions~2009-09-16
