tweet_id,username,name,profile_picture,replies,retweets,likes,is_retweet,retweet_link,posted_time,content,hashtags,mentions,images,videos,tweet_url,link
1647923817061183496,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1647923817061183496,
1642192167170080769,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1642192167170080769,
1639274763850858497,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1639274763850858497,
1638299412765065216,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1638299412765065216,
1637813593042190338,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1637813593042190338,
1637811988523778048,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1637811988523778048,
1637808966381064193,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1637808966381064193,
1636000841235677185,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1636000841235677185,
1635997192438571009,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1635997192438571009,
1635994461061742592,bespokeinvest,,,,,,,,,,,,,,https://twitter.com/bespokeinvest/status/1635994461061742592,
1635972085716484096,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1635972085716484096,
1634376115065085952,TitterDaily,,,,,,,,,,,,,,https://twitter.com/TitterDaily/status/1634376115065085952,
1634399844864237568,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1634399844864237568,
1632772830386323458,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1632772830386323458,
1631861026239946753,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631861026239946753,
1631860131603382273,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631860131603382273,
1631609963628863489,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631609963628863489,
1631524515376160770,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631524515376160770,
1631520684756041728,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631520684756041728,
1631134690860990467,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631134690860990467,
1631130078611402754,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631130078611402754,
1631106834323963905,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631106834323963905,
1631034701937770502,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1631034701937770502,
1629715006831972355,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1629715006831972355,
1629679732395503617,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1629679732395503617,
1629180378731667457,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1629180378731667457,
1629150142669496321,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1629150142669496321,
1628401752553754625,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1628401752553754625,
1627419735611637766,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1627419735611637766,
1626809132505235457,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1626809132505235457,
1626357251094249472,elonmusk,,,,,,,,,,,,,,https://twitter.com/elonmusk/status/1626357251094249472,
1626590197134807040,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1626590197134807040,
1626479274415751168,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1626479274415751168,
1626225103141998595,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1626225103141998595,
1625768100388827137,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1625768100388827137,
1625210582839267332,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1625210582839267332,
1625063257215012864,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1625063257215012864,
1624664763304222720,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1624664763304222720,
1624646452810256385,NateDiaz209,,,,,,,,,,,,,,https://twitter.com/NateDiaz209/status/1624646452810256385,
1624646681756069891,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1624646681756069891,
1624598871195238429,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1624598871195238429,
1623791495953240064,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623791495953240064,
1623779048227844100,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623779048227844100,
1623738519284752384,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623738519284752384,
1623569507212984320,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623569507212984320,
1623402614422491138,SawyerMerritt,,,,,,,,,,,,,,https://twitter.com/SawyerMerritt/status/1623402614422491138,
1623346524037038081,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623346524037038081,
1623344135439544331,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623344135439544331,
1623339222206758912,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623339222206758912,
1623333943251505154,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623333943251505154,
1623249628262023168,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623249628262023168,
1623247168579506177,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623247168579506177,
1623242484452323329,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623242484452323329,
1623201358756077569,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623201358756077569,
1623170560321630209,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623170560321630209,
1623162274083905538,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1623162274083905538,
1621773175557062657,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621773175557062657,
1621772734471577603,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621772734471577603,
1621715074632093696,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621715074632093696,
1621584025121865728,espn,,,,,,,,,,,,,,https://twitter.com/espn/status/1621584025121865728,
1621532058601361408,Benzinga,,,,,,,,,,,,,,https://twitter.com/Benzinga/status/1621532058601361408,
1621549148586516481,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621549148586516481,
1621547223908581379,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621547223908581379,
1621524428390801409,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621524428390801409,
1621516551517265922,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621516551517265922,
1621516208058298368,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621516208058298368,
1621515242416271361,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621515242416271361,
1621478747105886209,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1621478747105886209,
1620895570637516802,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1620895570637516802,
1620875761682096130,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1620875761682096130,
1620872368095911937,arthurcdancel,,,,,,,,,,,,,,https://twitter.com/arthurcdancel/status/1620872368095911937,
