~release_id~release_name~date
72~72~Daily Treasury Inflation-Indexed Securities~2013-04-15
262~262~Failures and Assistance Transactions~2013-04-15
183~183~Gasoline and Diesel Fuel Update~2013-04-15
18~18~H.15 Selected Interest Rates~2013-04-15
205~205~Main Economic Indicators~2013-04-15
71~71~Weekly Treasury Inflation-Indexed Securities~2013-04-15
234~234~World Development Indicators~2013-04-15
