~release_id~release_name~date
50~50~Employment Situation~2013-04-05
14~14~G.19 Consumer Credit~2013-04-05
122~122~H.4.1 Factors Affecting Reserve Balances (data not included in press release)~2013-04-05
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2013-04-05
63~63~M2 Related Series~2013-04-05
61~61~Money Zero Maturity (MZM)~2013-04-05
59~59~National Population Estimates~2013-04-05
78~78~St. Louis Monthly Reserves and Monetary Base~2013-04-05
105~105~St. Louis Weekly Reserves and Monetary Base~2013-04-05
51~51~U.S. International Trade in Goods and Services~2013-04-05
