~release_id~release_name~date
9~9~Advance Monthly Sales for Retail and Food Services~2016-06-14
209~209~BofA Merrill Lynch~2016-06-14
200~200~CBOE Market Statistics~2016-06-14
86~86~Commercial Paper~2016-06-14
72~72~Daily Treasury Inflation-Indexed Securities~2016-06-14
279~279~Economic Policy Uncertainty~2016-06-14
378~378~Federal Funds Data~2016-06-14
101~101~FOMC Press Release~2016-06-14
386~386~GDPNow~2016-06-14
140~140~Gross Domestic Product (GDP) by State~2016-06-14
18~18~H.15 Selected Interest Rates~2016-06-14
185~185~Interest on Required Balances and Excess Balances~2016-06-14
304~304~Interest Rate Spreads~2016-06-14
25~25~Manufacturing and Trade Inventories and Sales~2016-06-14
328~328~NASDAQ~2016-06-14
287~287~Nikkei Indexes~2016-06-14
375~375~Overnight Bank Funding Rate Data~2016-06-14
92~92~Selected Real Retail Sales Series~2016-06-14
379~379~Temporary Open Market Operations~2016-06-14
188~188~U.S. Import and Export Price Indexes~2016-06-14
196~196~Wilshire Indexes~2016-06-14
