~release_id~release_name~date
50~50~Employment Situation~2004-05-07
14~14~G.19 Consumer Credit~2004-05-07
22~22~H.8 Assets and Liabilities of Commercial Banks in the United States~2004-05-07
89~89~Household Debt Service and Financial Obligations Ratios~2004-05-07
63~63~M2 Related Series~2004-05-07
61~61~Money Zero Maturity (MZM)~2004-05-07
78~78~St. Louis Monthly Reserves and Monetary Base~2004-05-07
