~release_id~release_name~date
10~10~Consumer Price Index~2008-04-16
13~13~G.17 Industrial Production and Capacity Utilization~2008-04-16
27~27~New Residential Construction~2008-04-16
92~92~Selected Real Retail Sales Series~2008-04-16
