~release_id~release_name~date
9~9~Advance Monthly Sales for Retail and Food Services~2008-04-30
11~11~Employment Cost Index~2008-04-30
53~53~Gross Domestic Product~2008-04-30
92~92~Selected Real Retail Sales Series~2008-04-30
