~release_id~release_name~date
9~9~Advance Monthly Sales for Retail and Food Services~2008-04-14
18~18~H.15 Selected Interest Rates~2008-04-14
25~25~Manufacturing and Trade Inventories and Sales~2008-04-14
92~92~Selected Real Retail Sales Series~2008-04-14
71~71~Weekly Treasury Inflation-Indexed Securities~2008-04-14
