~release_id~release_name~date
441~441~Coinbase Cryptocurrencies~2019-01-01
440~440~Coinbase Index~2019-01-01
387~387~Minimum Wage Rate by State~2019-01-01
274~274~University of Louisville and Oklahoma State University: LoDI National Index~2019-01-01
