~release_id~release_name~date
209~209~BofA Merrill Lynch~2016-10-12
200~200~CBOE Market Statistics~2016-10-12
86~86~Commercial Paper~2016-10-12
72~72~Daily Treasury Inflation-Indexed Securities~2016-10-12
279~279~Economic Policy Uncertainty~2016-10-12
378~378~Federal Funds Data~2016-10-12
81~81~Fiscal Year Budget Data~2016-10-12
101~101~FOMC Press Release~2016-10-12
18~18~H.15 Selected Interest Rates~2016-10-12
185~185~Interest on Required Balances and Excess Balances~2016-10-12
304~304~Interest Rate Spreads~2016-10-12
192~192~Job Openings and Labor Turnover~2016-10-12
328~328~NASDAQ~2016-10-12
287~287~Nikkei Indexes~2016-10-12
375~375~Overnight Bank Funding Rate Data~2016-10-12
320~320~Tech Pulse~2016-10-12
379~379~Temporary Open Market Operations~2016-10-12
196~196~Wilshire Indexes~2016-10-12
