~release_id~release_name~date
209~209~BofA Merrill Lynch~2016-10-18
322~322~Business Leaders Survey~2016-10-18
280~280~Cass Freight Index Report~2016-10-18
200~200~CBOE Market Statistics~2016-10-18
86~86~Commercial Paper~2016-10-18
10~10~Consumer Price Index~2016-10-18
315~315~Current Median CPI~2016-10-18
72~72~Daily Treasury Inflation-Indexed Securities~2016-10-18
279~279~Economic Policy Uncertainty~2016-10-18
345~345~Experimental Consumer Price Index~2016-10-18
378~378~Federal Funds Data~2016-10-18
101~101~FOMC Press Release~2016-10-18
18~18~H.15 Selected Interest Rates~2016-10-18
185~185~Interest on Required Balances and Excess Balances~2016-10-18
304~304~Interest Rate Spreads~2016-10-18
328~328~NASDAQ~2016-10-18
287~287~Nikkei Indexes~2016-10-18
375~375~Overnight Bank Funding Rate Data~2016-10-18
301~301~Real Money Stock Measures~2016-10-18
92~92~Selected Real Retail Sales Series~2016-10-18
313~313~Sticky Price CPI~2016-10-18
379~379~Temporary Open Market Operations~2016-10-18
196~196~Wilshire Indexes~2016-10-18
