~release_id~release_name~date
231~231~Charge-Off and Delinquency Rates on Loans and Leases at Commercial Banks~2012-02-21
219~219~Chicago Fed National Activity Index~2012-02-21
18~18~H.15 Selected Interest Rates~2012-02-21
183~183~Weekly Retail Gasoline and Diesel Prices~2012-02-21
71~71~Weekly Treasury Inflation-Indexed Securities~2012-02-21
