~release_id~release_name~date
221~221~Chicago Fed National Financial Conditions Index~2011-06-08
185~185~Interest on Required Balances and Excess Balances~2011-06-08
198~198~Kansas City Financial Stress Index~2011-06-08
212~212~Spot Prices~2011-06-08
