~release_id~release_name~date
15~15~G.5 Foreign Exchange Rates~2003-11-03
18~18~H.15 Selected Interest Rates~2003-11-03
70~70~Monthly Treasury Inflation-Indexed Securities~2003-11-03
102~102~Wall Street Journal~2003-11-03
71~71~Weekly Treasury Inflation-Indexed Securities~2003-11-03
