~release_id~release_name~date
9~9~Advance Monthly Sales for Retail and Food Services~2003-06-12
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2003-06-12
20~20~H.4.1 Factors Affecting Reserve Balances~2003-06-12
21~21~H.6 Money Stock Measures~2003-06-12
25~25~Manufacturing and Trade Inventories and Sales~2003-06-12
100~100~Seasonal Credit Rate~2003-06-12
92~92~Selected Real Retail Sales Series~2003-06-12
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2003-06-12
