~release_id~release_name~date
19~19~H.3 Aggregate Reserves of Depository Institutions and the Monetary Base~2003-06-05
20~20~H.4.1 Factors Affecting Reserve Balances~2003-06-05
21~21~H.6 Money Stock Measures~2003-06-05
95~95~Manufacturer's Shipments, Inventories, and Orders (M3) Survey~2003-06-05
79~79~St. Louis Bi-Weekly Reserves and Monetary Base~2003-06-05
52~52~Z.1 Flow of Funds Accounts of the United States~2003-06-05
